frame_mode,frame_cycles,rate_mhit_per_mutrig,clipped_to_physical_limit,offset_cycles,offset_frame,wait_to_next_frame_cycles,latency_min_cycles,latency_p50_cycles,latency_max_cycles,latency_max_frames
long,1550,20.000,0,73,0.047097,1477.000,1485.000,2075.800,2666.600,1.720387
long,1550,20.000,0,97,0.062581,1453.000,1461.000,2042.200,2623.400,1.692516
long,1550,20.000,0,121,0.078065,1429.000,1437.000,2008.600,2580.200,1.664645
long,1550,20.000,0,145,0.093548,1405.000,1413.000,1975.000,2537.000,1.636774
long,1550,20.000,0,170,0.109677,1380.000,1388.000,1940.000,2492.000,1.607742
long,1550,20.000,0,194,0.125161,1356.000,1364.000,1906.400,2448.800,1.579871
long,1550,20.000,0,218,0.140645,1332.000,1340.000,1872.800,2405.600,1.552000
long,1550,20.000,0,242,0.156129,1308.000,1316.000,1839.200,2362.400,1.524129
long,1550,20.000,0,266,0.171613,1284.000,1292.000,1805.600,2319.200,1.496258
long,1550,20.000,0,291,0.187742,1259.000,1267.000,1770.600,2274.200,1.467226
long,1550,20.000,0,315,0.203226,1235.000,1243.000,1737.000,2231.000,1.439355
long,1550,20.000,0,339,0.218710,1211.000,1219.000,1703.400,2187.800,1.411484
long,1550,20.000,0,363,0.234194,1187.000,1195.000,1669.800,2144.600,1.383613
long,1550,20.000,0,388,0.250323,1162.000,1170.000,1634.800,2099.600,1.354581
long,1550,20.000,0,412,0.265806,1138.000,1146.000,1601.200,2056.400,1.326710
long,1550,20.000,0,436,0.281290,1114.000,1122.000,1567.600,2013.200,1.298839
long,1550,20.000,0,460,0.296774,1090.000,1098.000,1534.000,1970.000,1.270968
long,1550,20.000,0,484,0.312258,1066.000,1074.000,1500.400,1926.800,1.243097
long,1550,20.000,0,509,0.328387,1041.000,1049.000,1465.400,1881.800,1.214065
long,1550,20.000,0,533,0.343871,1017.000,1025.000,1431.800,1838.600,1.186194
long,1550,20.000,0,557,0.359355,993.000,1001.000,1398.200,1795.400,1.158323
long,1550,20.000,0,581,0.374839,969.000,977.000,1364.600,1752.200,1.130452
long,1550,20.000,0,605,0.390323,945.000,953.000,1331.000,1709.000,1.102581
long,1550,20.000,0,630,0.406452,920.000,928.000,1296.000,1664.000,1.073548
long,1550,20.000,0,654,0.421935,896.000,904.000,1262.400,1620.800,1.045677
long,1550,20.000,0,678,0.437419,872.000,880.000,1228.800,1577.600,1.017806
long,1550,20.000,0,702,0.452903,848.000,856.000,1195.200,1534.400,0.989935
long,1550,20.000,0,727,0.469032,823.000,831.000,1160.200,1489.400,0.960903
long,1550,20.000,0,751,0.484516,799.000,807.000,1126.600,1446.200,0.933032
long,1550,20.000,0,775,0.500000,775.000,783.000,1093.000,1403.000,0.905161
long,1550,20.000,0,799,0.515484,751.000,759.000,1059.400,1359.800,0.877290
long,1550,20.000,0,823,0.530968,727.000,735.000,1025.800,1316.600,0.849419
long,1550,20.000,0,848,0.547097,702.000,710.000,990.800,1271.600,0.820387
long,1550,20.000,0,872,0.562581,678.000,686.000,957.200,1228.400,0.792516
long,1550,20.000,0,896,0.578065,654.000,662.000,923.600,1185.200,0.764645
long,1550,20.000,0,920,0.593548,630.000,638.000,890.000,1142.000,0.736774
long,1550,20.000,0,945,0.609677,605.000,613.000,855.000,1097.000,0.707742
long,1550,20.000,0,969,0.625161,581.000,589.000,821.400,1053.800,0.679871
long,1550,20.000,0,993,0.640645,557.000,565.000,787.800,1010.600,0.652000
long,1550,20.000,0,1017,0.656129,533.000,541.000,754.200,967.400,0.624129
long,1550,20.000,0,1041,0.671613,509.000,517.000,720.600,924.200,0.596258
long,1550,20.000,0,1066,0.687742,484.000,492.000,685.600,879.200,0.567226
long,1550,20.000,0,1090,0.703226,460.000,468.000,652.000,836.000,0.539355
long,1550,20.000,0,1114,0.718710,436.000,444.000,618.400,792.800,0.511484
long,1550,20.000,0,1138,0.734194,412.000,420.000,584.800,749.600,0.483613
long,1550,20.000,0,1162,0.749677,388.000,396.000,551.200,706.400,0.455742
long,1550,20.000,0,1187,0.765806,363.000,371.000,516.200,661.400,0.426710
long,1550,20.000,0,1211,0.781290,339.000,347.000,482.600,618.200,0.398839
long,1550,20.000,0,1235,0.796774,315.000,323.000,449.000,575.000,0.370968
long,1550,20.000,0,1259,0.812258,291.000,299.000,415.400,531.800,0.343097
long,1550,20.000,0,1284,0.828387,266.000,274.000,380.400,486.800,0.314065
long,1550,20.000,0,1308,0.843871,242.000,250.000,346.800,443.600,0.286194
long,1550,20.000,0,1332,0.859355,218.000,226.000,313.200,400.400,0.258323
long,1550,20.000,0,1356,0.874839,194.000,202.000,279.600,357.200,0.230452
long,1550,20.000,0,1380,0.890323,170.000,178.000,246.000,314.000,0.202581
long,1550,20.000,0,1405,0.906452,145.000,153.000,211.000,269.000,0.173548
long,1550,20.000,0,1429,0.921935,121.000,129.000,177.400,225.800,0.145677
long,1550,20.000,0,1453,0.937419,97.000,105.000,143.800,182.600,0.117806
long,1550,20.000,0,1477,0.952903,73.000,81.000,110.200,139.400,0.089935
long,1550,20.000,0,1502,0.969032,48.000,56.000,75.200,94.400,0.060903
long,1550,20.000,0,1526,0.984516,24.000,32.000,41.600,51.200,0.033032
long,1550,20.000,0,1550,1.000000,0.000,8.000,8.000,8.000,0.005161
long,1550,25.000,0,0,0.000000,1550.000,1558.000,2333.000,3108.000,2.005161
long,1550,25.000,0,24,0.015484,1526.000,1534.000,2297.000,3060.000,1.974194
long,1550,25.000,0,48,0.030968,1502.000,1510.000,2261.000,3012.000,1.943226
long,1550,25.000,0,73,0.047097,1477.000,1485.000,2223.500,2962.000,1.910968
long,1550,25.000,0,97,0.062581,1453.000,1461.000,2187.500,2914.000,1.880000
long,1550,25.000,0,121,0.078065,1429.000,1437.000,2151.500,2866.000,1.849032
long,1550,25.000,0,145,0.093548,1405.000,1413.000,2115.500,2818.000,1.818065
long,1550,25.000,0,170,0.109677,1380.000,1388.000,2078.000,2768.000,1.785806
long,1550,25.000,0,194,0.125161,1356.000,1364.000,2042.000,2720.000,1.754839
long,1550,25.000,0,218,0.140645,1332.000,1340.000,2006.000,2672.000,1.723871
long,1550,25.000,0,242,0.156129,1308.000,1316.000,1970.000,2624.000,1.692903
long,1550,25.000,0,266,0.171613,1284.000,1292.000,1934.000,2576.000,1.661935
long,1550,25.000,0,291,0.187742,1259.000,1267.000,1896.500,2526.000,1.629677
long,1550,25.000,0,315,0.203226,1235.000,1243.000,1860.500,2478.000,1.598710
long,1550,25.000,0,339,0.218710,1211.000,1219.000,1824.500,2430.000,1.567742
long,1550,25.000,0,363,0.234194,1187.000,1195.000,1788.500,2382.000,1.536774
long,1550,25.000,0,388,0.250323,1162.000,1170.000,1751.000,2332.000,1.504516
long,1550,25.000,0,412,0.265806,1138.000,1146.000,1715.000,2284.000,1.473548
long,1550,25.000,0,436,0.281290,1114.000,1122.000,1679.000,2236.000,1.442581
long,1550,25.000,0,460,0.296774,1090.000,1098.000,1643.000,2188.000,1.411613
long,1550,25.000,0,484,0.312258,1066.000,1074.000,1607.000,2140.000,1.380645
long,1550,25.000,0,509,0.328387,1041.000,1049.000,1569.500,2090.000,1.348387
long,1550,25.000,0,533,0.343871,1017.000,1025.000,1533.500,2042.000,1.317419
long,1550,25.000,0,557,0.359355,993.000,1001.000,1497.500,1994.000,1.286452
long,1550,25.000,0,581,0.374839,969.000,977.000,1461.500,1946.000,1.255484
long,1550,25.000,0,605,0.390323,945.000,953.000,1425.500,1898.000,1.224516
long,1550,25.000,0,630,0.406452,920.000,928.000,1388.000,1848.000,1.192258
long,1550,25.000,0,654,0.421935,896.000,904.000,1352.000,1800.000,1.161290
long,1550,25.000,0,678,0.437419,872.000,880.000,1316.000,1752.000,1.130323
long,1550,25.000,0,702,0.452903,848.000,856.000,1280.000,1704.000,1.099355
long,1550,25.000,0,727,0.469032,823.000,831.000,1242.500,1654.000,1.067097
long,1550,25.000,0,751,0.484516,799.000,807.000,1206.500,1606.000,1.036129
long,1550,25.000,0,775,0.500000,775.000,783.000,1170.500,1558.000,1.005161
long,1550,25.000,0,799,0.515484,751.000,759.000,1134.500,1510.000,0.974194
long,1550,25.000,0,823,0.530968,727.000,735.000,1098.500,1462.000,0.943226
long,1550,25.000,0,848,0.547097,702.000,710.000,1061.000,1412.000,0.910968
long,1550,25.000,0,872,0.562581,678.000,686.000,1025.000,1364.000,0.880000
long,1550,25.000,0,896,0.578065,654.000,662.000,989.000,1316.000,0.849032
long,1550,25.000,0,920,0.593548,630.000,638.000,953.000,1268.000,0.818065
long,1550,25.000,0,945,0.609677,605.000,613.000,915.500,1218.000,0.785806
long,1550,25.000,0,969,0.625161,581.000,589.000,879.500,1170.000,0.754839
long,1550,25.000,0,993,0.640645,557.000,565.000,843.500,1122.000,0.723871
long,1550,25.000,0,1017,0.656129,533.000,541.000,807.500,1074.000,0.692903
long,1550,25.000,0,1041,0.671613,509.000,517.000,771.500,1026.000,0.661935
long,1550,25.000,0,1066,0.687742,484.000,492.000,734.000,976.000,0.629677
long,1550,25.000,0,1090,0.703226,460.000,468.000,698.000,928.000,0.598710
long,1550,25.000,0,1114,0.718710,436.000,444.000,662.000,880.000,0.567742
long,1550,25.000,0,1138,0.734194,412.000,420.000,626.000,832.000,0.536774
long,1550,25.000,0,1162,0.749677,388.000,396.000,590.000,784.000,0.505806
long,1550,25.000,0,1187,0.765806,363.000,371.000,552.500,734.000,0.473548
long,1550,25.000,0,1211,0.781290,339.000,347.000,516.500,686.000,0.442581
long,1550,25.000,0,1235,0.796774,315.000,323.000,480.500,638.000,0.411613
long,1550,25.000,0,1259,0.812258,291.000,299.000,444.500,590.000,0.380645
long,1550,25.000,0,1284,0.828387,266.000,274.000,407.000,540.000,0.348387
long,1550,25.000,0,1308,0.843871,242.000,250.000,371.000,492.000,0.317419
long,1550,25.000,0,1332,0.859355,218.000,226.000,335.000,444.000,0.286452
long,1550,25.000,0,1356,0.874839,194.000,202.000,299.000,396.000,0.255484
long,1550,25.000,0,1380,0.890323,170.000,178.000,263.000,348.000,0.224516
long,1550,25.000,0,1405,0.906452,145.000,153.000,225.500,298.000,0.192258
long,1550,25.000,0,1429,0.921935,121.000,129.000,189.500,250.000,0.161290
long,1550,25.000,0,1453,0.937419,97.000,105.000,153.500,202.000,0.130323
long,1550,25.000,0,1477,0.952903,73.000,81.000,117.500,154.000,0.099355
long,1550,25.000,0,1502,0.969032,48.000,56.000,80.000,104.000,0.067097
long,1550,25.000,0,1526,0.984516,24.000,32.000,44.000,56.000,0.036129
long,1550,25.000,0,1550,1.000000,0.000,8.000,8.000,8.000,0.005161
long,1550,30.000,1,0,0.000000,1550.000,1558.000,2333.000,3108.000,2.005161
long,1550,30.000,1,24,0.015484,1526.000,1534.000,2297.000,3060.000,1.974194
long,1550,30.000,1,48,0.030968,1502.000,1510.000,2261.000,3012.000,1.943226
long,1550,30.000,1,73,0.047097,1477.000,1485.000,2223.500,2962.000,1.910968
long,1550,30.000,1,97,0.062581,1453.000,1461.000,2187.500,2914.000,1.880000
long,1550,30.000,1,121,0.078065,1429.000,1437.000,2151.500,2866.000,1.849032
long,1550,30.000,1,145,0.093548,1405.000,1413.000,2115.500,2818.000,1.818065
long,1550,30.000,1,170,0.109677,1380.000,1388.000,2078.000,2768.000,1.785806
long,1550,30.000,1,194,0.125161,1356.000,1364.000,2042.000,2720.000,1.754839
long,1550,30.000,1,218,0.140645,1332.000,1340.000,2006.000,2672.000,1.723871
long,1550,30.000,1,242,0.156129,1308.000,1316.000,1970.000,2624.000,1.692903
long,1550,30.000,1,266,0.171613,1284.000,1292.000,1934.000,2576.000,1.661935
long,1550,30.000,1,291,0.187742,1259.000,1267.000,1896.500,2526.000,1.629677
long,1550,30.000,1,315,0.203226,1235.000,1243.000,1860.500,2478.000,1.598710
long,1550,30.000,1,339,0.218710,1211.000,1219.000,1824.500,2430.000,1.567742
long,1550,30.000,1,363,0.234194,1187.000,1195.000,1788.500,2382.000,1.536774
long,1550,30.000,1,388,0.250323,1162.000,1170.000,1751.000,2332.000,1.504516
long,1550,30.000,1,412,0.265806,1138.000,1146.000,1715.000,2284.000,1.473548
long,1550,30.000,1,436,0.281290,1114.000,1122.000,1679.000,2236.000,1.442581
long,1550,30.000,1,460,0.296774,1090.000,1098.000,1643.000,2188.000,1.411613
long,1550,30.000,1,484,0.312258,1066.000,1074.000,1607.000,2140.000,1.380645
long,1550,30.000,1,509,0.328387,1041.000,1049.000,1569.500,2090.000,1.348387
long,1550,30.000,1,533,0.343871,1017.000,1025.000,1533.500,2042.000,1.317419
long,1550,30.000,1,557,0.359355,993.000,1001.000,1497.500,1994.000,1.286452
long,1550,30.000,1,581,0.374839,969.000,977.000,1461.500,1946.000,1.255484
long,1550,30.000,1,605,0.390323,945.000,953.000,1425.500,1898.000,1.224516
long,1550,30.000,1,630,0.406452,920.000,928.000,1388.000,1848.000,1.192258
long,1550,30.000,1,654,0.421935,896.000,904.000,1352.000,1800.000,1.161290
long,1550,30.000,1,678,0.437419,872.000,880.000,1316.000,1752.000,1.130323
long,1550,30.000,1,702,0.452903,848.000,856.000,1280.000,1704.000,1.099355
long,1550,30.000,1,727,0.469032,823.000,831.000,1242.500,1654.000,1.067097
long,1550,30.000,1,751,0.484516,799.000,807.000,1206.500,1606.000,1.036129
long,1550,30.000,1,775,0.500000,775.000,783.000,1170.500,1558.000,1.005161
long,1550,30.000,1,799,0.515484,751.000,759.000,1134.500,1510.000,0.974194
long,1550,30.000,1,823,0.530968,727.000,735.000,1098.500,1462.000,0.943226
long,1550,30.000,1,848,0.547097,702.000,710.000,1061.000,1412.000,0.910968
long,1550,30.000,1,872,0.562581,678.000,686.000,1025.000,1364.000,0.880000
long,1550,30.000,1,896,0.578065,654.000,662.000,989.000,1316.000,0.849032
long,1550,30.000,1,920,0.593548,630.000,638.000,953.000,1268.000,0.818065
long,1550,30.000,1,945,0.609677,605.000,613.000,915.500,1218.000,0.785806
long,1550,30.000,1,969,0.625161,581.000,589.000,879.500,1170.000,0.754839
long,1550,30.000,1,993,0.640645,557.000,565.000,843.500,1122.000,0.723871
long,1550,30.000,1,1017,0.656129,533.000,541.000,807.500,1074.000,0.692903
long,1550,30.000,1,1041,0.671613,509.000,517.000,771.500,1026.000,0.661935
long,1550,30.000,1,1066,0.687742,484.000,492.000,734.000,976.000,0.629677
long,1550,30.000,1,1090,0.703226,460.000,468.000,698.000,928.000,0.598710
long,1550,30.000,1,1114,0.718710,436.000,444.000,662.000,880.000,0.567742
long,1550,30.000,1,1138,0.734194,412.000,420.000,626.000,832.000,0.536774
long,1550,30.000,1,1162,0.749677,388.000,396.000,590.000,784.000,0.505806
long,1550,30.000,1,1187,0.765806,363.000,371.000,552.500,734.000,0.473548
long,1550,30.000,1,1211,0.781290,339.000,347.000,516.500,686.000,0.442581
long,1550,30.000,1,1235,0.796774,315.000,323.000,480.500,638.000,0.411613
long,1550,30.000,1,1259,0.812258,291.000,299.000,444.500,590.000,0.380645
long,1550,30.000,1,1284,0.828387,266.000,274.000,407.000,540.000,0.348387
long,1550,30.000,1,1308,0.843871,242.000,250.000,371.000,492.000,0.317419
long,1550,30.000,1,1332,0.859355,218.000,226.000,335.000,444.000,0.286452
long,1550,30.000,1,1356,0.874839,194.000,202.000,299.000,396.000,0.255484
long,1550,30.000,1,1380,0.890323,170.000,178.000,263.000,348.000,0.224516
long,1550,30.000,1,1405,0.906452,145.000,153.000,225.500,298.000,0.192258
long,1550,30.000,1,1429,0.921935,121.000,129.000,189.500,250.000,0.161290
long,1550,30.000,1,1453,0.937419,97.000,105.000,153.500,202.000,0.130323
long,1550,30.000,1,1477,0.952903,73.000,81.000,117.500,154.000,0.099355
long,1550,30.000,1,1502,0.969032,48.000,56.000,80.000,104.000,0.067097
long,1550,30.000,1,1526,0.984516,24.000,32.000,44.000,56.000,0.036129
long,1550,30.000,1,1550,1.000000,0.000,8.000,8.000,8.000,0.005161
